ANNUAL VISITOR SUMMARY BY STATE & SPOT,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Uttarakhand,Nainital,2016,567371,517333,50038,0.08819273455992639,0.09132473667607899
Uttarakhand,Nainital,2017,598900,546334,52566,0.0877709133411254,0.05557034109956271
Uttarakhand,Nainital,2018,621112,565200,55912,0.09001919138577262,0.03708799465687096
Uttarakhand,Nainital,2019,621385,564229,57156,0.0919816216999123,0.0004395342546916758
Uttarakhand,Nainital,2020,161816,147509,14307,0.08841523705937608,-0.7395881780216773
Uttarakhand,Nainital,2021,355687,323175,32512,0.09140620826738115,1.19809536757799
Uttarakhand,Nainital,2022,556722,505045,51677,0.09282370734406041,0.5652019893895475
Uttarakhand,Nainital,2023,626516,571481,55035,0.08784292819337415,0.1253659815850641
Uttarakhand,Nainital,2024,678254,618289,59965,0.08841083134047127,0.08258049275676926
Uttarakhand,Nainital,2025,774871,703979,70892,0.09148877684156459,0.1424495837842461
Uttarakhand,Rishikesh,2015,659498,594462,65036,0.0986144006501915,0
Uttarakhand,Rishikesh,2016,671011,601732,69279,0.1032456993998608,0.01745721745934037
Uttarakhand,Rishikesh,2017,733278,659827,73451,0.1001680126773202,0.09279579619410105
Uttarakhand,Rishikesh,2018,747361,674271,73090,0.09779744996059468,0.01920554005438602
Uttarakhand,Rishikesh,2019,753987,680203,73784,0.09785845114040427,0.00886586268215761
Uttarakhand,Rishikesh,2020,188359,170458,17901,0.09503660563073706,-0.750182695457614
Uttarakhand,Rishikesh,2021,423136,382076,41060,0.09703735914694094,1.246433671871267
Uttarakhand,Rishikesh,2022,651683,587545,64138,0.09841901660776789,0.5401265786886487
Uttarakhand,Rishikesh,2023,840537,758264,82273,0.09788147339141524,0.2897942711410302
Uttarakhand,Rishikesh,2024,815750,739413,76337,0.09357891510879558,-0.0294894811293257
Uttarakhand,Rishikesh,2025,907683,820102,87581,0.0964885317891819,0.1126975176218203
Uttarakhand,Valley of Flowers,2015,62326,59650,2676,0.04293553252254276,0
Uttarakhand,Valley of Flowers,2016,61893,59148,2745,0.04435073433183074,-0.006947341398453322
Uttarakhand,Valley of Flowers,2017,63848,60659,3189,0.04994674852775342,0.0315867707172055
Uttarakhand,Valley of Flowers,2018,68050,64460,3590,0.05275532696546657,0.06581255481769199
Uttarakhand,Valley of Flowers,2019,70516,67752,2764,0.03919677803619036,0.03623806024981624
Uttarakhand,Valley of Flowers,2020,17610,16810,800,0.04542873367404884,-0.750269442396052
Uttarakhand,Valley of Flowers,2021,38951,37058,1893,0.04859952247695823,1.211868256672345
Uttarakhand,Valley of Flowers,2022,60030,57107,2923,0.04869232050641346,0.5411671073913378
Uttarakhand,Valley of Flowers,2023,70116,66877,3239,0.04619487706087055,0.1680159920039981
Uttarakhand,Valley of Flowers,2024,74721,71325,3396,0.04544907054241779,0.0656768783159336
Uttarakhand,Valley of Flowers,2025,85032,80923,4109,0.04832298428826794,0.13799333520697
West Bengal,Bishnupur Temples,2015,147430,139333,8097,0.05492097944787357,0
West Bengal,Bishnupur Temples,2016,159929,151854,8075,0.05049115545023104,0.08477921725564674
West Bengal,Bishnupur Temples,2017,162966,154307,8659,0.05313378250678055,0.01898967666902185
West Bengal,Bishnupur Temples,2018,165748,157440,8308,0.05012428505924657,0.01707104549415206
West Bengal,Bishnupur Temples,2019,180787,170769,10018,0.05541327639708608,0.09073412650529722
West Bengal,Bishnupur Temples,2020,45524,43124,2400,0.05271944468851595,-0.748189858784094
West Bengal,Bishnupur Temples,2021,96754,91395,5359,0.05538789093990946,1.125340479746947
West Bengal,Bishnupur Temples,2022,154287,145940,8347,0.05410047508863352,0.5946317464911011
West Bengal,Bishnupur Temples,2023,176255,167410,8845,0.05018297353266574,0.1423839986518631
West Bengal,Bishnupur Temples,2024,193024,183358,9666,0.05007667440318302,0.0951405633882727
West Bengal,Bishnupur Temples,2025,215340,204321,11019,0.05117024240735581,0.1156125663129974
West Bengal,Cooch Behar Palace,2015,92692,91881,811,0.00874940663703448,0
West Bengal,Cooch Behar Palace,2016,93033,91723,1310,0.01408102501262993,0.003678850386225285
West Bengal,Cooch Behar Palace,2017,93214,92889,325,0.003486600725212951,0.001945546204035198
West Bengal,Cooch Behar Palace,2018,96250,94779,1471,0.01528311688311688,0.03257021477460476
West Bengal,Cooch Behar Palace,2019,108700,107332,1368,0.01258509659613615,0.1293506493506493
West Bengal,Cooch Behar Palace,2020,26767,26434,333,0.01244069189673852,-0.7537534498620055
West Bengal,Cooch Behar Palace,2021,54891,54317,574,0.0104570876828624,1.050696753465088
West Bengal,Cooch Behar Palace,2022,91171,90204,967,0.01060644283818319,0.6609462389098395
West Bengal,Cooch Behar Palace,2023,104631,103019,1612,0.01540652387915627,0.1476346645314848
West Bengal,Cooch Behar Palace,2024,115378,114101,1277,0.01106796789682609,0.1027133449933577
West Bengal,Cooch Behar Palace,2025,117297,116229,1068,0.009105092201846595,0.01663228691778329
West Bengal,Darjeeling Hill Station,2015,376689,366091,10598,0.0281346150272506,0
West Bengal,Darjeeling Hill Station,2016,363149,350210,12939,0.03563000311167042,-0.03594477141620811
West Bengal,Darjeeling Hill Station,2017,398225,386701,11524,0.0289384142130705,0.09658845267369598
West Bengal,Darjeeling Hill Station,2018,414720,400326,14394,0.03470775462962963,0.04142130705003444
West Bengal,Darjeeling Hill Station,2019,419208,404497,14711,0.03509236464952959,0.01082175925925921
West Bengal,Darjeeling Hill Station,2020,108862,105194,3668,0.0336940346493726,-0.7403150703230854
West Bengal,Darjeeling Hill Station,2021,240594,232679,7915,0.03289774474841434,1.210082489757675
West Bengal,Darjeeling Hill Station,2022,368826,357843,10983,0.02977826942786029,0.5329808723409561
West Bengal,Darjeeling Hill Station,2023,446600,430564,16036,0.03590685176892074,0.210869081897697
West Bengal,Darjeeling Hill Station,2024,472871,454868,18003,0.03807169397150597,0.0588244514106584
West Bengal,Darjeeling Hill Station,2025,516315,498636,17679,0.03424072513872346,0.09187283635494681
West Bengal,Digha Beach,2015,623033,560019,63014,0.1011407100426462,0
West Bengal,Digha Beach,2016,616778,554676,62102,0.1006877677219356,-0.01003959661847764
West Bengal,Digha Beach,2017,677352,612613,64739,0.0955765982827245,0.09821037715353009
West Bengal,Digha Beach,2018,682180,616799,65381,0.09584127356416196,0.007127756321676282
West Bengal,Digha Beach,2019,688126,620872,67254,0.09773500783286782,0.00871617461667018
West Bengal,Digha Beach,2020,178984,161814,17170,0.09593036249050195,-0.7398964724483598
West Bengal,Digha Beach,2021,366760,330968,35792,0.0975897044388701,1.049121709203057
West Bengal,Digha Beach,2022,576446,519547,56899,0.09870655707559771,0.5717253789944379
West Bengal,Digha Beach,2023,733002,660117,72885,0.0994335622549461,0.2715883187670658
West Bengal,Digha Beach,2024,774206,695159,79047,0.1021007328798795,0.05621267063391366
West Bengal,Digha Beach,2025,831382,751656,79726,0.09589574948699876,0.07385114556074224
West Bengal,Jaldapara Wildlife Sanctuary,2015,72019,70839,1180,0.01638456518418751,0
West Bengal,Jaldapara Wildlife Sanctuary,2016,76602,75177,1425,0.01860264745045821,0.06363598494841649
West Bengal,Jaldapara Wildlife Sanctuary,2017,84203,82671,1532,0.01819412610002019,0.09922717422521599
West Bengal,Jaldapara Wildlife Sanctuary,2018,84265,82804,1461,0.01733815937815226,0.0007363158082254184
West Bengal,Jaldapara Wildlife Sanctuary,2019,88324,86617,1707,0.0193265703546035,0.04816946537708411
West Bengal,Jaldapara Wildlife Sanctuary,2020,22214,21892,322,0.01449536328441523,-0.7484941805171867
West Bengal,Jaldapara Wildlife Sanctuary,2021,46269,45583,686,0.01482634161101385,1.082875663995678
West Bengal,Jaldapara Wildlife Sanctuary,2022,71658,70385,1273,0.01776493901588099,0.5487259288076249
West Bengal,Jaldapara Wildlife Sanctuary,2023,91108,89861,1247,0.01368705272862976,0.2714281727092578
West Bengal,Jaldapara Wildlife Sanctuary,2024,93100,91330,1770,0.01901181525241676,0.02186416121526102
West Bengal,Jaldapara Wildlife Sanctuary,2025,99678,97836,1842,0.0184795040028893,0.07065520945220194
West Bengal,Mandarmani Beach,2015,311991,306822,5169,0.01656778560920026,0
West Bengal,Mandarmani Beach,2016,321009,316784,4225,0.013161624751954,0.02890467994269064
West Bengal,Mandarmani Beach,2017,326865,323509,3356,0.01026723570893182,0.01824247918282662
West Bengal,Mandarmani Beach,2018,337937,330152,7785,0.02303683822724354,0.03387331161182749
West Bengal,Mandarmani Beach,2019,353387,347006,6381,0.01805669138932672,0.04571858068219825
West Bengal,Mandarmani Beach,2020,86285,85060,1225,0.01419713739352147,-0.7558342553631006
West Bengal,Mandarmani Beach,2021,197010,194564,2446,0.01241561342063855,1.283247377875645
West Bengal,Mandarmani Beach,2022,301304,296709,4595,0.01525037835541513,0.5293842952134409
West Bengal,Mandarmani Beach,2023,372839,366576,6263,0.01679813538819705,0.2374180229933887
West Bengal,Mandarmani Beach,2024,403907,399966,3941,0.009757196582381588,0.08332819259787727
West Bengal,Mandarmani Beach,2025,395433,388335,7098,0.01794994347967924,-0.02098007709695549
West Bengal,Shantiniketan,2015,240859,225825,15034,0.06241826130640749,0
West Bengal,Shantiniketan,2016,258567,242366,16201,0.0626568742337576,0.07352019231168438
West Bengal,Shantiniketan,2017,267143,251705,15438,0.0577892739094792,0.03316741888949482
West Bengal,Shantiniketan,2018,266990,252811,14179,0.05310685793475411,-0.0005727269664561607
West Bengal,Shantiniketan,2019,267950,253145,14805,0.05525284568016421,0.003595640286153001
West Bengal,Shantiniketan,2020,70022,66115,3907,0.05579674959298506,-0.7386751259563351
West Bengal,Shantiniketan,2021,154788,146701,8087,0.05224565211773523,1.210562394675959
West Bengal,Shantiniketan,2022,244944,231374,13570,0.05540041805473904,0.5824482518024654
West Bengal,Shantiniketan,2023,278549,261059,17490,0.0627896707581072,0.1371946240773401
West Bengal,Shantiniketan,2024,315553,298662,16891,0.05352825040484483,0.1328455675662092
West Bengal,Shantiniketan,2025,317043,301204,15839,0.0499585229763786,0.004721869226405717
West Bengal,Siliguri NJP Area,2015,180677,177711,2966,0.0164160352452166,0
West Bengal,Siliguri NJP Area,2016,181719,178532,3187,0.01753806701555699,0.005767197817099001
West Bengal,Siliguri NJP Area,2017,200193,197172,3021,0.01509043772759287,0.1016624568702227
West Bengal,Siliguri NJP Area,2018,201834,199718,2116,0.01048386297650544,0.008197089808335
West Bengal,Siliguri NJP Area,2019,202776,199428,3348,0.01651082968398627,0.004667201759862127
West Bengal,Siliguri NJP Area,2020,52956,52119,837,0.01580557443915704,-0.7388448337081311
West Bengal,Siliguri NJP Area,2021,115164,113006,2158,0.01873849466847279,1.174711080897349
West Bengal,Siliguri NJP Area,2022,178507,175606,2901,0.01625146352804092,0.5500243131534159
West Bengal,Siliguri NJP Area,2023,226502,221941,4561,0.0201366875347679,0.268869007938064
West Bengal,Siliguri NJP Area,2024,222648,220022,2626,0.01179440192590996,-0.01701530229313652
West Bengal,Siliguri NJP Area,2025,234119,229308,4811,0.020549378734746,0.05152078617369127
West Bengal,Sundarbans,2015,119165,111696,7469,0.06267779968950615,0
West Bengal,Sundarbans,2016,122105,114563,7542,0.06176651242782851,0.02467167372970258
West Bengal,Sundarbans,2017,133915,125964,7951,0.05937348317962887,0.09672003603456036
West Bengal,Sundarbans,2018,136603,128099,8504,0.06225339121395577,0.02007243400664604
West Bengal,Sundarbans,2019,141798,132477,9321,0.06573435450429484,0.03802991149535506
West Bengal,Sundarbans,2020,34771,32845,1926,0.05539098674182508,-0.7547849758106602
West Bengal,Sundarbans,2021,78154,73914,4240,0.05425186170893365,1.247677662419833
West Bengal,Sundarbans,2022,112687,106001,6686,0.05933248733216787,0.4418583821685391
West Bengal,Sundarbans,2023,141814,133747,8067,0.0568843696673107,0.2584770204193918
West Bengal,Sundarbans,2024,162734,152667,10067,0.06186168839947399,0.1475171703781009
West Bengal,Sundarbans,2025,157204,148397,8807,0.05602274751278594,-0.03398183538781074
West Bengal,Victoria Memorial,2015,447024,407759,39265,0.08783644726010237,0
West Bengal,Victoria Memorial,2016,487527,443787,43740,0.08971810792017673,0.09060587351014715
West Bengal,Victoria Memorial,2017,497340,452921,44419,0.08931314593638155,0.02012811598126873
West Bengal,Victoria Memorial,2018,503091,458732,44359,0.0881729150392275,0.01156351791530952
West Bengal,Victoria Memorial,2019,541255,494139,47116,0.08704954226750793,0.07585903941831607
West Bengal,Victoria Memorial,2020,129753,117836,11917,0.09184373386357156,-0.7602738080941516
West Bengal,Victoria Memorial,2021,292059,265446,26613,0.0911219993220548,1.250884372615662
West Bengal,Victoria Memorial,2022,444405,405819,38586,0.08682620582576704,0.5216274793791666
West Bengal,Victoria Memorial,2023,558557,509010,49547,0.08870536041979601,0.2568647967507116
West Bengal,Victoria Memorial,2024,610781,559221,51560,0.08441650935441672,0.09349806734138144
West Bengal,Victoria Memorial,2025,619387,564864,54523,0.08802735607947858,0.01409015670101077
